timestamp,method,path,status_code,latency_ms
2026-03-26T11:25:09,POST,/api/habits,405,0
2026-03-26T11:55:58,POST,/api/habits,200,12
2026-03-26T12:03:03,POST,/api/habits,200,11
2026-03-26T12:05:25,POST,/api/habits,200,10
2026-03-26T12:16:26,OPTIONS,/login,200,0
2026-03-26T12:16:26,POST,/login,200,5
2026-03-26T12:16:26,OPTIONS,/api/dashboard,200,0
2026-03-26T12:16:26,GET,/api/dashboard,404,0
2026-03-26T12:16:26,OPTIONS,/api/habits,200,0
2026-03-26T12:16:26,GET,/api/habits,200,2
2026-03-26T12:16:34,OPTIONS,/api/habits,200,0
2026-03-26T12:16:34,GET,/api/habits,200,1
2026-03-26T12:16:48,OPTIONS,/api/habits,200,0
2026-03-26T12:16:48,POST,/api/habits,200,3
2026-03-26T12:16:48,GET,/api/habits,200,1
2026-03-26T12:16:50,OPTIONS,/api/reports/monthly,200,0
2026-03-26T12:16:50,GET,/api/reports/monthly,404,0
2026-03-26T12:16:51,GET,/api/reports/monthly,404,0
2026-03-26T12:16:55,OPTIONS,/login,200,0
2026-03-26T12:16:55,POST,/login,200,3
2026-03-26T12:16:55,OPTIONS,/api/dashboard,200,0
2026-03-26T12:16:55,GET,/api/dashboard,404,0
2026-03-26T12:16:55,OPTIONS,/api/habits,200,0
2026-03-26T12:16:55,GET,/api/habits,200,1
2026-03-26T12:16:56,GET,/api/habits,200,1
2026-03-26T12:16:59,GET,/api/dashboard,404,0
2026-03-26T12:16:59,GET,/api/habits,200,1
2026-03-26T12:17:05,OPTIONS,/api/dashboard/quick-log,200,0
2026-03-26T12:17:05,POST,/api/dashboard/quick-log,404,0
2026-03-26T12:17:06,POST,/api/dashboard/quick-log,404,0
2026-03-26T12:17:06,POST,/api/dashboard/quick-log,404,0
2026-03-26T12:17:06,POST,/api/dashboard/quick-log,404,0
2026-03-26T12:17:06,POST,/api/dashboard/quick-log,404,0
2026-03-26T12:17:07,POST,/api/dashboard/quick-log,404,0
2026-03-26T12:46:14,OPTIONS,/login,200,0
2026-03-26T12:46:14,POST,/login,200,6
2026-03-26T12:46:14,OPTIONS,/api/dashboard,200,0
2026-03-26T12:46:14,GET,/api/dashboard,404,0
2026-03-26T12:46:14,OPTIONS,/api/habits,200,0
2026-03-26T12:46:14,GET,/api/habits,200,1
2026-03-26T12:46:16,GET,/api/habits,200,1
2026-03-26T12:46:18,OPTIONS,/api/reports/monthly,200,0
2026-03-26T12:46:18,GET,/api/reports/monthly,404,0
2026-03-26T12:46:19,GET,/api/reports/monthly,404,0
2026-03-26T12:46:23,OPTIONS,/login,200,0
2026-03-26T12:46:23,POST,/login,200,1
2026-03-26T12:46:23,OPTIONS,/api/dashboard,200,0
2026-03-26T12:46:23,GET,/api/dashboard,404,0
2026-03-26T12:46:23,OPTIONS,/api/habits,200,0
2026-03-26T12:46:23,GET,/api/habits,200,1
2026-03-26T12:46:24,GET,/api/habits,200,1
2026-03-26T12:46:27,GET,/api/dashboard,404,0
2026-03-26T12:46:27,GET,/api/habits,200,1
2026-03-26T12:46:27,GET,/api/habits,200,1
2026-03-26T12:46:28,OPTIONS,/api/dashboard,200,0
2026-03-26T12:46:28,GET,/api/dashboard,404,0
2026-03-26T12:46:28,OPTIONS,/api/habits,200,0
2026-03-26T12:46:28,GET,/api/habits,200,1
2026-03-26T12:46:29,GET,/api/habits,200,1
2026-03-26T12:46:29,GET,/api/dashboard,404,0
2026-03-26T12:46:29,GET,/api/habits,200,1
2026-03-26T12:46:30,GET,/api/habits,200,1
2026-03-26T12:48:30,OPTIONS,/api/habits,200,0
2026-03-26T12:48:30,GET,/api/habits,200,6
2026-03-26T12:48:42,OPTIONS,/api/habits,200,0
2026-03-26T12:48:42,GET,/api/habits,200,1
2026-03-28T04:48:17,OPTIONS,/api/dashboard,200,0
2026-03-28T04:48:17,GET,/api/dashboard,404,0
2026-03-28T04:48:17,OPTIONS,/api/habits,200,0
2026-03-28T04:48:17,GET,/api/habits,401,0
2026-03-28T04:48:23,OPTIONS,/api/dashboard,200,0
2026-03-28T04:48:23,GET,/api/dashboard,404,0
2026-03-28T04:48:23,OPTIONS,/api/habits,200,0
2026-03-28T04:48:23,GET,/api/habits,401,0
2026-03-28T04:48:24,GET,/api/dashboard,404,0
2026-03-28T04:48:24,GET,/api/habits,401,1
2026-03-28T04:48:26,GET,/api/dashboard,404,0
2026-03-28T04:48:26,GET,/api/habits,401,0
2026-03-28T04:48:28,GET,/api/habits,401,1
2026-03-28T04:48:29,OPTIONS,/api/habits,200,0
2026-03-28T04:48:29,GET,/api/habits,401,1
2026-03-28T04:48:29,OPTIONS,/api/reports/monthly,200,0
2026-03-28T04:48:29,GET,/api/reports/monthly,404,0
2026-03-28T04:48:31,GET,/api/reports/monthly,404,0
2026-03-28T04:48:31,OPTIONS,/api/dashboard,200,0
2026-03-28T04:48:31,GET,/api/dashboard,404,0
2026-03-28T04:48:31,GET,/api/habits,401,1
2026-03-28T04:48:32,GET,/api/dashboard,404,0
2026-03-28T04:48:32,GET,/api/habits,401,0
2026-03-28T04:48:34,GET,/api/dashboard,404,0
2026-03-28T04:48:34,GET,/api/habits,401,1
2026-03-28T04:48:39,OPTIONS,/api/dashboard,200,0
2026-03-28T04:48:39,GET,/api/dashboard,404,0
2026-03-28T04:48:39,OPTIONS,/api/habits,200,0
2026-03-28T04:48:39,GET,/api/habits,401,0
2026-03-28T04:48:49,OPTIONS,/login,200,0
2026-03-28T04:48:49,POST,/login,200,14
2026-03-28T04:48:49,OPTIONS,/api/dashboard,200,0
2026-03-28T04:48:49,GET,/api/dashboard,404,0
2026-03-28T04:48:49,OPTIONS,/api/habits,200,0
2026-03-28T04:48:49,GET,/api/habits,200,5
2026-03-28T04:48:51,GET,/api/habits,200,2
2026-03-28T04:48:53,OPTIONS,/api/reports/monthly,200,0
2026-03-28T04:48:53,GET,/api/reports/monthly,404,0
2026-03-28T04:48:54,GET,/api/reports/monthly,404,0
2026-03-28T04:48:55,OPTIONS,/api/habits,200,0
